@relation 'EssentiaData-weka.filters.unsupervised.attribute.Remove-R1,11,21,31,41,51,61,71,81,91,101,111,885,895-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-13,15-16,18-22,24-25,27-31,33-34,36-40,42-43,45-49,51-52,54-58,60-61,63-67,69-70,72-76,78-79,81-85,87-88,90-94,96-97,99-103,105-106,108,873-876,878-879,881-885,887-888,890-weka.filters.unsupervised.attribute.Remove-R38-375,389-726,735-740,747-752-weka.filters.unsupervised.attribute.Remove-R53-70,77-88,95-100'

@attribute lowlevel.melbands_crest.mean numeric
@attribute lowlevel.melbands_crest.stdev numeric
@attribute lowlevel.melbands_kurtosis.mean numeric
@attribute lowlevel.melbands_kurtosis.stdev numeric
@attribute lowlevel.spectral_energy.mean numeric
@attribute lowlevel.spectral_energy.stdev numeric
@attribute lowlevel.spectral_energyband_high.mean numeric
@attribute lowlevel.spectral_energyband_high.stdev numeric
@attribute lowlevel.spectral_energyband_low.mean numeric
@attribute lowlevel.spectral_energyband_low.stdev numeric
@attribute lowlevel.spectral_energyband_middle_high.mean numeric
@attribute lowlevel.spectral_energyband_middle_high.stdev numeric
@attribute lowlevel.spectral_energyband_middle_low.mean numeric
@attribute lowlevel.spectral_energyband_middle_low.stdev numeric
@attribute lowlevel.spectral_entropy.mean numeric
@attribute lowlevel.spectral_entropy.stdev numeric
@attribute lowlevel.spectral_flux.mean numeric
@attribute lowlevel.spectral_flux.stdev numeric
@attribute lowlevel.spectral_rolloff.mean numeric
@attribute lowlevel.spectral_rolloff.stdev numeric
@attribute lowlevel.spectral_skewness.mean numeric
@attribute lowlevel.spectral_skewness.stdev numeric
@attribute lowlevel.zerocrossingrate.mean numeric
@attribute lowlevel.zerocrossingrate.stdev numeric
@attribute lowlevel.gfcc.mean.0 numeric
@attribute lowlevel.gfcc.mean.1 numeric
@attribute lowlevel.gfcc.mean.2 numeric
@attribute lowlevel.gfcc.mean.3 numeric
@attribute lowlevel.gfcc.mean.4 numeric
@attribute lowlevel.gfcc.mean.5 numeric
@attribute lowlevel.gfcc.mean.6 numeric
@attribute lowlevel.gfcc.mean.7 numeric
@attribute lowlevel.gfcc.mean.8 numeric
@attribute lowlevel.gfcc.mean.9 numeric
@attribute lowlevel.gfcc.mean.10 numeric
@attribute lowlevel.gfcc.mean.11 numeric
@attribute lowlevel.gfcc.mean.12 numeric
@attribute lowlevel.mfcc.mean.0 numeric
@attribute lowlevel.mfcc.mean.1 numeric
@attribute lowlevel.mfcc.mean.2 numeric
@attribute lowlevel.mfcc.mean.3 numeric
@attribute lowlevel.mfcc.mean.4 numeric
@attribute lowlevel.mfcc.mean.5 numeric
@attribute lowlevel.mfcc.mean.6 numeric
@attribute lowlevel.mfcc.mean.7 numeric
@attribute lowlevel.mfcc.mean.8 numeric
@attribute lowlevel.mfcc.mean.9 numeric
@attribute lowlevel.mfcc.mean.10 numeric
@attribute lowlevel.mfcc.mean.11 numeric
@attribute lowlevel.mfcc.mean.12 numeric
@attribute rhythm.danceability numeric
@attribute rhythm.onset_rate numeric
@attribute rhythm.beats_loudness_band_ratio.mean.0 numeric
@attribute rhythm.beats_loudness_band_ratio.mean.1 numeric
@attribute rhythm.beats_loudness_band_ratio.mean.2 numeric
@attribute rhythm.beats_loudness_band_ratio.mean.3 numeric
@attribute rhythm.beats_loudness_band_ratio.mean.4 numeric
@attribute rhythm.beats_loudness_band_ratio.mean.5 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.0 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.1 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.2 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.3 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.4 numeric
@attribute rhythm.beats_loudness_band_ratio.stdev.5 numeric
@attribute tonal.chords_strength.mean numeric
@attribute tonal.chords_strength.stdev numeric
@attribute tonal.hpcp_entropy.mean numeric
@attribute tonal.hpcp_entropy.stdev numeric
@attribute tonal.key_edma.strength numeric
@attribute tonal.key_krumhansl.strength numeric
@attribute tonal.key_temperley.strength numeric
@attribute class {pleased,happy,excited,annoyed,angry,nervous,sad,bored,sleepy,relaxed,peaceful,calm}

@data
15.615543,4.222013,4.763815,4.057241,0.028956,0.017108,0,0,0.001344,0.001886,0.002289,0.00589,0.026061,0.015896,5.320919,0.267878,0.047154,0.030071,539.563354,442.894958,10.030064,2.79035,0.020532,0.015353,-207.115982,268.398468,-103.314865,-78.967239,-26.377655,-38.681797,-41.474453,-15.806376,-13.42031,-24.507753,-5.113729,-7.135358,-2.459675,-861.789063,318.601898,-5.271421,-28.09333,8.341738,-22.752409,-23.074631,-5.109577,-9.89855,-19.150679,-11.963398,1.148186,-1.000819,0.87503,3.482578,0.150929,0.499393,0.321781,0.093369,0.003132,0.000055,0.135837,0.260524,0.276379,0.178116,0.004249,0.000178,0.518835,0.065684,1.289267,0.545091,0.850571,0.847976,0.819926,sad
20.419607,5.284377,39.963825,39.182835,0.07361,0.029453,0.001326,0.002369,0.058419,0.030539,0.005914,0.004304,0.010099,0.009907,7.625726,0.36648,0.098204,0.049773,754.748779,1279.450439,1.305974,0.558798,0.035167,0.03334,27.442369,111.721344,-115.329834,57.530197,-40.233498,28.301088,-22.934752,11.080212,-17.056879,0.291824,-11.622451,-4.755912,-9.526607,-610.329163,128.141892,-0.348482,38.957058,13.059009,22.296,11.152363,15.061763,4.944494,7.755874,5.75104,2.739362,0.228271,1.718634,3.263279,0.682092,0.17171,0.054214,0.059355,0.067832,0.052734,0.168907,0.162013,0.039973,0.040107,0.0484,0.039399,0.554056,0.088811,2.110072,0.6553,0.615937,0.640104,0.641477,peaceful
19.702009,5.36854,31.465328,52.105041,0.032345,0.04951,0.00006,0.000281,0.022944,0.045424,0.001712,0.006506,0.008569,0.012506,5.409554,1.009778,0.049777,0.05925,457.640778,1003.362366,5.516027,3.819077,0.017962,0.027761,-209.866425,169.10939,-44.704887,31.477076,-33.739368,4.27578,-34.28513,-2.839939,-22.39986,-7.898776,-2.609811,-14.591749,-0.889537,-879.763367,197.130524,53.533592,40.971245,28.836241,8.457155,12.19775,-2.073587,-5.270802,0.317328,-5.903476,-1.44733,-1.735184,1.166262,3.149848,0.698479,0.186861,0.074313,0.036528,0.020478,0.00947,0.335281,0.231798,0.204016,0.11118,0.049639,0.057427,0.49709,0.109527,1.586119,0.798125,0.510645,0.522589,0.552747,sad
15.861179,4.909044,11.205568,14.710541,0.016317,0.025225,0.000012,0.000066,0.001568,0.002971,0.001107,0.002979,0.013933,0.02322,5.693515,0.727348,0.032728,0.037407,516.50824,494.21344,5.057745,2.282063,0.020771,0.018381,-199.731476,181.842407,-87.282906,-12.710423,-49.634491,-19.90283,-47.15427,-16.218004,-28.691393,-10.153913,-7.05511,-4.300943,-10.274102,-863.521484,230.006943,11.145606,15.268366,4.896699,-7.275923,-9.34413,-11.571108,-20.199594,-16.199535,-8.893856,-4.006608,-2.596416,1.059367,2.706207,0.314272,0.535236,0.183818,0.06585,0.007255,0.00274,0.251304,0.185063,0.149541,0.103591,0.010281,0.007508,0.431338,0.085468,1.6174,0.754225,0.710708,0.714267,0.715025,bored
17.323811,3.90024,28.612535,35.621639,0.03374,0.027387,0.000221,0.000414,0.021109,0.018594,0.001207,0.001343,0.014434,0.020476,6.723396,0.551483,0.075009,0.076392,450.898163,318.806427,2.267483,0.686122,0.024105,0.012398,-43.142986,123.651436,-63.33849,27.961342,-71.17556,20.593845,-27.913246,3.72072,-18.279171,-2.770764,-25.080919,-11.525079,-16.490948,-705.358459,153.095886,56.760674,21.050566,-5.253735,10.646939,-3.469992,5.543056,7.716258,4.303077,-0.13317,-0.328889,-2.103208,1.795055,5.198627,0.853951,0.088793,0.057309,0.021472,0.003715,0.009215,0.067014,0.06602,0.036741,0.027854,0.003775,0.008631,0.611486,0.105491,1.54502,0.617211,0.618476,0.60716,0.585429,relaxed
13.292913,4.63838,8.100835,10.310107,0.027405,0.0146,0.000443,0.000641,0.004971,0.005243,0.007891,0.008145,0.016021,0.009875,7.337118,0.305844,0.064951,0.027484,1232.298828,909.869507,1.629231,0.482173,0.046983,0.024674,-11.066524,125.570625,-144.463104,28.931675,-77.887985,15.223483,-41.1101,-11.109843,-23.315878,-13.195179,-17.512268,-12.397802,-9.618192,-638.591614,142.032806,-8.94967,10.694383,-12.821562,13.188345,-13.112521,2.313418,-9.674821,-5.611542,-4.589087,-10.702131,-3.337783,0.956786,1.953528,0.340958,0.245683,0.204618,0.197069,0.069764,0.041658,0.217528,0.148227,0.135629,0.166366,0.073366,0.042572,0.488015,0.093306,1.763802,0.671258,0.712347,0.727047,0.732759,sleepy
20.289349,5.923125,61.047993,82.985909,0.01793,0.02223,0.000197,0.001252,0.003007,0.004334,0.00146,0.005855,0.014984,0.019996,6.046042,1.009779,0.038695,0.038397,639.398132,1588.631592,3.324416,1.707222,0.025807,0.047281,-179.368546,126.484566,-41.808819,27.012911,-51.099102,4.913318,-39.957233,3.939108,-35.342869,-5.585246,-17.985689,-4.698465,-5.691129,-851.964111,169.121674,56.523422,32.432121,15.315009,0.271206,10.465562,-2.694088,1.077153,-9.405412,-6.669391,-4.466557,-6.541713,1.026949,2.730499,0.534901,0.4236,0.088186,0.031769,0.005677,0.035289,0.28502,0.269779,0.140144,0.080748,0.012957,0.158546,0.409552,0.108453,1.74936,0.785234,0.463256,0.481014,0.503816,sad
14.05967,4.899789,12.519408,22.272776,0.017003,0.013686,0.000512,0.002393,0.003807,0.004324,0.006655,0.008042,0.007368,0.006966,6.69406,0.66002,0.052007,0.037206,1401.971924,1464.188965,2.426076,0.926359,0.046703,0.039436,-74.763954,119.648209,-123.312515,13.967396,-44.681408,9.165103,-54.394379,-6.988906,-32.54105,-17.836929,-21.991844,-5.063036,-17.548077,-726.268555,154.179382,-11.097195,12.542146,19.337841,3.210192,-10.969154,2.435021,-11.966174,-14.610995,-8.705332,-15.589482,-5.33763,0.984368,3.218881,0.354147,0.173859,0.126452,0.23001,0.106455,0.04525,0.247504,0.154733,0.147912,0.192434,0.112205,0.120164,0.582085,0.103378,1.793543,0.623437,0.609467,0.603596,0.58689,sleepy
18.586088,4.733409,48.199223,53.646309,0.026016,0.019698,0.00028,0.001869,0.002988,0.004366,0.00083,0.002445,0.02317,0.018975,5.779483,0.645953,0.051035,0.042015,601.708252,1266.993042,2.861185,0.994603,0.026702,0.034627,-119.889595,123.518517,-46.733521,21.918512,-97.267998,2.326898,-42.204636,-3.73214,-27.266279,-15.503875,-17.586527,-17.441185,-16.860685,-786.362793,152.148727,80.066711,19.33469,-13.157098,-5.490856,-7.947988,0.110661,-13.151062,2.179353,-13.118805,-0.075385,-14.091615,1.084277,3.263279,0.367126,0.40875,0.27288,0.016635,0.001538,0.011183,0.296584,0.248098,0.267163,0.033906,0.003427,0.046989,0.604287,0.081902,1.321522,0.683675,0.763517,0.764049,0.758537,bored
13.556663,4.093413,17.233143,19.403395,0.03053,0.035465,0.000121,0.000377,0.012914,0.018985,0.001106,0.00185,0.018124,0.023292,6.460745,0.725283,0.068528,0.061972,613.084228,1239.663818,3.381437,1.616096,0.026703,0.038234,-128.228363,164.929794,-82.803474,18.83173,-47.240799,3.918026,-31.442356,-1.505366,-20.69622,-3.041919,-4.466213,-4.643028,-4.267302,-780.715637,194.872696,23.460709,26.108562,7.84464,5.580296,3.430328,-0.479187,-5.413914,-2.701581,-3.21252,2.45738,2.863703,1.073259,2.817843,0.555758,0.284783,0.126612,0.049172,0.019433,0.02558,0.257754,0.183085,0.127886,0.08055,0.053524,0.100425,0.462869,0.089443,1.698986,0.797782,0.605532,0.610581,0.615108,nervous
16.73312,5.855341,16.895929,18.919127,0.013764,0.020062,0.000136,0.00059,0.000438,0.000785,0.004046,0.01511,0.009375,0.011923,6.495008,0.707709,0.038954,0.038447,1138.376709,1534.167725,2.60447,1.290454,0.041392,0.047104,-139.125671,138.38028,-143.521301,5.021183,-62.137863,-31.308548,-53.668232,-11.187517,-19.334759,-13.41199,-14.574487,-3.874849,-7.686189,-779.666077,173.350266,-27.392504,21.223307,-1.20078,-21.245432,-27.528446,-9.616401,-15.217834,-16.045506,-8.884035,-11.104397,-1.100544,1.038846,2.772753,0.121943,0.447391,0.310892,0.086548,0.057429,0.048614,0.165481,0.328226,0.268379,0.155365,0.088324,0.153314,0.525356,0.092003,1.311703,0.701537,0.785412,0.793909,0.794454,bored
17.269983,5.879671,23.33913,22.976547,0.061171,0.037545,0.000023,0.00009,0.041343,0.039591,0.002081,0.004172,0.021008,0.016783,6.264086,0.590261,0.090782,0.039988,323.708038,644.204285,4.026134,1.711673,0.01199,0.017812,-112.92865,225.753662,-94.387619,15.70922,-12.333011,-10.745904,-21.722179,-6.730545,-4.029798,-15.304688,-5.767122,-13.642579,3.78458,-768.455688,260.320343,-7.598233,39.830475,23.167469,7.966137,-1.028819,5.661728,5.95161,2.066218,-3.234099,-1.691427,-3.11797,1.154434,2.97469,0.665853,0.277958,0.084797,0.036982,0.019644,0.004549,0.2359,0.194254,0.08527,0.049534,0.030474,0.006301,0.441517,0.078117,2.25004,0.744092,0.451401,0.449997,0.440375,sleepy
21.784166,3.923204,73.212784,87.018433,0.042491,0.04492,0.000023,0.000094,0.037528,0.043662,0.000086,0.00017,0.015231,0.019176,5.145011,1.03033,0.065134,0.063591,236.417114,629.912598,4.870335,2.572231,0.01151,0.018127,-189.692383,158.727676,-41.816338,48.275112,-24.280769,6.126356,-31.941769,-9.353087,-17.414457,-14.876531,-17.405155,-12.202791,-6.479522,-863.51831,188.357529,50.178249,56.789906,32.771202,22.817657,1.99785,7.577676,1.954125,0.071179,-7.374883,-8.349035,-4.019352,1.209465,4.839421,0.939041,0.086314,0.005155,0.000884,0.00081,0.000853,0.08212,0.13011,0.010219,0.001301,0.001309,0.003205,0.447144,0.098178,1.592812,0.595873,0.644575,0.647624,0.631964,nervous
12.498403,4.009466,7.879879,6.484778,0.026905,0.017409,0.000587,0.001441,0.002398,0.0041,0.005426,0.005581,0.019251,0.012607,7.051908,0.504208,0.069042,0.039942,1261.753296,894.398682,1.728307,0.398474,0.052671,0.024471,-3.898988,99.826965,-142.014877,18.451164,-76.213173,-3.887457,-49.641273,-1.594154,-25.225801,-3.002105,-19.061144,-2.759043,-9.863296,-642.203979,128.682083,-12.039136,15.597232,-10.53447,-6.056086,-17.543203,-6.707458,-9.527824,-4.31329,-6.898139,-8.52379,-1.736853,1.254879,3.50476,0.209443,0.386978,0.263759,0.089681,0.069607,0.052653,0.182121,0.193779,0.182014,0.090822,0.050725,0.038551,0.427313,0.06741,1.621151,0.74635,0.678189,0.690285,0.70669,nervous
14.049069,4.130509,6.152908,7.848898,0.042315,0.015337,0.000069,0.000202,0.016082,0.011702,0.01029,0.010285,0.019292,0.009486,6.825099,0.432845,0.085013,0.040145,984.258606,771.087341,2.45955,0.897803,0.032472,0.019286,-37.936459,187.466965,-136.851608,17.936781,-27.103018,4.97599,-27.433779,-10.23999,-7.258676,-10.979189,-6.899372,-7.516779,-5.362876,-677.556946,213.572739,-30.998857,24.016691,11.879279,17.35708,-5.897865,6.317642,-2.938543,-0.889605,-0.634255,1.565201,-3.570142,1.298146,2.7083,0.491174,0.144823,0.126645,0.1888,0.081767,0.008533,0.184968,0.086451,0.078604,0.157208,0.064644,0.010776,0.47711,0.081125,1.940659,0.618927,0.636494,0.646667,0.659655,sleepy
15.081574,4.474435,19.117645,17.070921,0.033478,0.019995,0.000298,0.000423,0.01213,0.010551,0.003693,0.003259,0.020898,0.01591,7.326688,0.358762,0.075917,0.044235,802.094788,931.930908,1.706152,0.444729,0.038705,0.024433,2.360383,114.946037,-111.130066,37.481716,-45.584431,6.624091,-44.402554,2.585797,-27.55266,-3.396673,-18.603741,-5.051186,-13.685716,-640.855591,142.524826,-1.733137,32.598385,15.717571,5.205054,-0.604633,-0.27716,-3.837394,-1.283105,-7.747178,2.089648,-5.081806,1.25602,3.61567,0.507718,0.282976,0.134066,0.057624,0.066613,0.023535,0.207074,0.152196,0.157304,0.047973,0.058756,0.019939,0.525871,0.09103,1.895035,0.829359,0.795451,0.806672,0.815365,sleepy
15.099177,5.544992,17.933844,19.986792,0.022909,0.021953,0.000667,0.001311,0.006754,0.012322,0.001939,0.002463,0.01373,0.016435,7.491437,0.408564,0.054593,0.044622,978.562134,1228.774902,1.567122,0.316837,0.053942,0.034928,-7.532962,86.213867,-93.460152,27.337526,-66.583344,12.926375,-39.538586,12.638869,-19.359518,7.432571,-8.928571,7.483612,-4.738719,-657.161316,118.627449,24.516249,15.97514,3.880468,-3.313561,-0.726052,-1.637753,0.916201,-1.94218,0.969524,1.599359,2.970361,1.147213,2.932559,0.420375,0.267459,0.170773,0.062096,0.034375,0.080379,0.280892,0.203595,0.150267,0.05784,0.025451,0.057555,0.625852,0.070515,1.518739,0.805621,0.796885,0.788841,0.79278,calm
18.683023,5.045743,54.476627,68.687759,0.057476,0.070539,0.000724,0.002552,0.043634,0.062144,0.001424,0.001804,0.01294,0.027767,6.919317,0.665393,0.076446,0.077423,570.123413,879.054443,1.767682,0.994658,0.029713,0.02554,-46.254208,121.961159,-88.919395,56.928215,-45.376644,10.475709,-26.962671,3.183276,-13.074063,3.608268,-6.955907,-2.538504,-2.870446,-696.586487,141.52504,23.339149,50.741531,10.955474,15.571274,3.104028,3.787875,0.902262,8.489389,-2.146387,7.491906,-1.882312,0.979238,2.932559,0.627275,0.275606,0.053619,0.029957,0.017824,0.038154,0.281876,0.229672,0.063658,0.070163,0.024521,0.050019,0.494595,0.078365,1.84264,0.683847,0.641765,0.644091,0.639165,calm
12.788304,3.559268,17.388626,15.593751,0.039416,0.021297,0.000218,0.000415,0.013744,0.013085,0.002623,0.002415,0.025029,0.015921,7.010643,0.386244,0.086313,0.042649,499.705383,350.488556,2.283129,0.510838,0.028938,0.012941,-4.227822,133.525253,-92.535973,24.534679,-52.694592,7.259646,-40.293919,2.200011,-26.662354,0.805295,-15.351388,-2.919584,-12.87785,-656.847229,167.002853,16.148319,24.348589,7.227599,5.205881,-0.305261,-1.406602,-6.021113,0.07011,-3.58463,-0.78739,-2.759162,1.159589,4.376622,0.530341,0.362931,0.153009,0.046139,0.020866,0.01231,0.179979,0.161525,0.110211,0.034628,0.015119,0.008038,0.624126,0.105185,1.781505,0.65493,0.771222,0.749735,0.748409,relaxed
10.052333,4.037979,1.610381,3.628934,0.018645,0.017442,0.000138,0.000061,0.001742,0.002574,0.009573,0.011515,0.008925,0.009946,7.375419,0.17735,0.066316,0.040321,1649.436523,597.502625,1.399977,0.358381,0.056718,0.017285,-54.215603,153.940659,-185.493469,31.175777,-51.911694,-1.228517,-12.936276,-11.325043,-5.466148,-8.665937,-12.064296,-5.46551,3.492765,-671.176086,167.824905,-61.76701,30.91721,-20.043728,16.644085,-9.772989,5.312246,7.272046,-3.80437,-1.276224,-1.267104,-7.524709,0.898705,2.08511,0.198431,0.137487,0.269239,0.316473,0.155588,0.020765,0.178109,0.084411,0.144053,0.176418,0.097296,0.01276,0.524287,0.080095,2.015708,0.736384,0.728584,0.719573,0.713387,sleepy
10.127021,3.804242,3.155505,4.8173,0.025152,0.009624,0.000932,0.001483,0.004055,0.0028,0.00767,0.004746,0.013375,0.009209,7.224721,0.389591,0.078489,0.030347,1821.702148,1316.738647,1.899351,0.790805,0.060422,0.032658,5.410458,117.416817,-137.487946,24.947929,-50.772316,14.24409,-40.392254,8.593717,-24.4289,6.995117,-10.215084,-3.005349,-2.511794,-632.405273,145.976059,-19.721207,16.254614,8.070304,2.737294,3.638649,-5.738341,1.421681,-2.020495,2.501239,1.178725,-5.138641,1.269998,4.148039,0.2094,0.282606,0.180814,0.174499,0.106146,0.080777,0.125325,0.17459,0.110484,0.119225,0.091097,0.096894,0.499819,0.09362,1.69663,0.704454,0.757161,0.76396,0.769283,pleased
9.795322,3.058876,5.626412,4.773993,0.031457,0.014879,0.001316,0.001474,0.006471,0.006277,0.008314,0.005273,0.017256,0.011168,7.752775,0.264298,0.10124,0.03893,1711.262695,1194.30957,1.518261,0.342455,0.067747,0.027385,51.522377,88.713486,-123.700401,25.170321,-64.569038,12.264563,-41.348534,9.517897,-26.652176,1.064767,-22.804731,-3.813602,-12.238347,-588.416992,119.738884,-4.377903,14.356953,-1.020523,0.053772,-3.649544,0.093598,1.004244,2.939543,-8.028553,-1.583156,-3.094281,1.73774,4.287756,0.279906,0.247804,0.233644,0.167215,0.118113,0.057095,0.123972,0.122325,0.120288,0.110251,0.057439,0.041283,0.576772,0.060613,1.92427,0.84761,0.788709,0.799279,0.809022,pleased
15.416726,4.640048,14.69739,18.240055,0.025546,0.011905,0.000107,0.000172,0.006223,0.007118,0.004815,0.005038,0.016597,0.009365,6.835598,0.494593,0.063396,0.03132,1290.827271,1120.260864,1.725171,1.190807,0.037779,0.025325,-90.942047,195.271133,-165.494232,37.406181,-14.661755,-41.103119,-29.255156,-21.509449,-7.108628,-10.533025,-13.718066,-6.267717,-1.389924,-721.343079,216.248093,-69.252563,68.324928,10.233438,4.598967,-19.083427,-8.787345,2.034167,-17.397509,4.659168,-5.839705,-8.015023,1.391027,4.170221,0.357275,0.340712,0.127707,0.046712,0.164077,0.010877,0.273588,0.175604,0.124575,0.040041,0.134688,0.012046,0.496934,0.115695,2.089529,0.804142,0.712136,0.713837,0.703923,pleased
14.664701,4.526756,25.446371,32.30706,0.036378,0.023054,0.000459,0.001042,0.016547,0.016337,0.004056,0.00573,0.017206,0.012699,7.174521,0.529828,0.073246,0.045427,797.025696,978.859985,1.767447,0.705436,0.038256,0.028327,-34.296333,114.733498,-89.085938,37.566692,-59.813419,8.377586,-29.984137,6.974735,-25.362947,-8.527936,-13.475064,-1.06675,-9.877203,-683.649048,140.564163,26.260794,32.197506,1.689366,1.229682,4.245808,9.452642,-2.458717,-1.162186,-4.23804,-3.177698,-4.547143,1.114554,3.17203,0.507331,0.252289,0.125229,0.085817,0.041298,0.032242,0.223546,0.164918,0.100297,0.124188,0.050242,0.03944,0.566813,0.107816,1.82182,0.843949,0.76181,0.78222,0.790044,bored
14.992821,4.56307,6.390574,10.272615,0.039325,0.025999,0.000355,0.000684,0.015183,0.017656,0.008125,0.009267,0.017566,0.01584,7.235038,0.43045,0.088367,0.061891,886.760193,530.521118,2.08431,0.600841,0.041162,0.015744,4.266125,116.348068,-108.760223,16.939651,-62.119648,23.303535,-26.421169,18.338379,-13.527555,5.197647,-11.958431,-0.225172,-5.035971,-643.305176,147.511368,10.614212,6.819869,-2.613942,3.052809,1.518377,8.410211,7.736392,10.110676,0.288094,4.590289,1.390395,1.086106,4.932031,0.434788,0.106027,0.298752,0.154242,0.029291,0.019847,0.213306,0.096596,0.198519,0.151193,0.033295,0.020858,0.527113,0.082917,1.65134,0.684921,0.7199,0.73013,0.744664,relaxed
14.919228,4.721139,16.079876,20.797094,0.035195,0.020538,0.000433,0.000785,0.010645,0.010072,0.004439,0.006413,0.02154,0.018553,6.585121,0.530097,0.075414,0.039072,786.48822,1121.434326,2.340375,1.000165,0.03519,0.029506,-38.47377,137.434296,-95.62764,21.907803,-62.267227,4.134408,-18.697346,-6.184624,-32.67701,1.147403,-15.317609,6.351556,-6.265363,-695.191528,172.181824,17.388193,29.17293,-18.014215,13.12126,7.362453,0.846196,-3.834099,-7.703015,-6.73187,-10.217507,7.16311,1.183561,3.065857,0.517981,0.331348,0.08909,0.08964,0.018895,0.013848,0.189868,0.211322,0.084417,0.117099,0.0326,0.015655,0.500503,0.114352,1.562722,0.702681,0.700895,0.697313,0.687484,peaceful
13.537534,5.355443,9.415704,10.889621,0.042795,0.010695,0.000051,0.000229,0.012303,0.009674,0.008248,0.009314,0.026123,0.012061,6.831849,0.381079,0.088897,0.030476,872.036804,878.428101,2.561727,1.179218,0.029215,0.028372,-51.51778,205.418259,-145.651154,6.100032,-23.210228,-11.242345,-29.926146,-3.6776,-9.382677,-20.528522,-8.212056,-14.518783,-1.600127,-691.141907,238.983612,-45.683422,22.210636,15.68993,-1.223593,-7.334094,7.926119,-0.68853,0.574868,-3.986488,-8.668339,-4.589624,1.224878,1.86329,0.360508,0.246526,0.168539,0.170548,0.072057,0.037641,0.241797,0.206805,0.119868,0.181991,0.072031,0.133015,0.508936,0.077844,1.955428,0.782726,0.815609,0.805435,0.771054,calm
14.408925,3.757825,20.663717,15.671013,0.024392,0.019824,0.00091,0.001296,0.010577,0.010595,0.004189,0.005636,0.010509,0.010566,7.539417,0.50621,0.071121,0.046823,1101.216675,1158.882202,1.53474,0.432449,0.052476,0.031918,-3.768399,102.662834,-104.740997,44.06554,-52.68779,12.952415,-35.618999,9.636747,-29.112318,-0.318319,-19.047871,-5.005843,-13.045383,-648.452026,128.112991,8.306223,34.391655,7.592803,6.118728,5.813522,3.572596,-0.384143,3.26172,-2.599603,-2.211269,-3.615664,1.016127,2.62153,0.590941,0.279391,0.083049,0.047387,0.040829,0.041538,0.207311,0.175428,0.087153,0.052103,0.041062,0.043941,0.468547,0.073584,2.090684,0.789176,0.751516,0.760762,0.766837,angry
13.37885,4.078148,4.286903,2.978041,0.056147,0.012842,0.000432,0.000155,0.024512,0.010385,0.012146,0.004919,0.020919,0.008069,7.472948,0.124904,0.103168,0.018105,1202.417603,695.130066,1.43763,0.218451,0.044383,0.016742,45.44091,138.895874,-146.250549,42.333092,-47.738232,13.514495,-25.600199,6.892036,-9.120764,4.201846,-3.684328,-4.581994,-5.118329,-582.773438,153.043671,-25.64846,31.186525,1.715351,12.140717,-0.821353,4.880801,0.50636,9.417526,2.201738,5.52829,5.662646,1.321894,0.022182,0.470784,0.138853,0.204902,0.12604,0.082962,0.019707,0.120787,0.080772,0.10186,0.071972,0.039798,0.009251,0.602483,0.093318,2.05401,0.606167,0.706063,0.712814,0.721158,peaceful
11.734633,3.284948,17.048647,13.264141,0.049786,0.016637,0.00111,0.000646,0.021322,0.013619,0.006105,0.004273,0.023994,0.009895,7.662987,0.189845,0.111167,0.036386,847.168396,573.544128,1.153037,0.229021,0.048497,0.01288,50.85582,110.596252,-116.27475,59.576691,-62.37608,8.408204,-34.503963,11.066792,-23.534559,-1.054518,-13.294974,-2.507357,-6.867215,-584.086853,122.414314,7.87569,45.63974,1.533517,2.753863,1.5187,5.018396,0.38869,0.959665,-3.347806,2.812056,-2.749185,1.397859,2.488232,0.533614,0.232208,0.131409,0.065504,0.051764,0.049491,0.150929,0.112235,0.091128,0.055611,0.037162,0.025178,0.499159,0.093571,2.36263,0.674997,0.616784,0.62574,0.634526,angry
17.588879,5.567712,8.103262,9.488585,0.028154,0.021838,0.000024,0.000134,0.004589,0.007489,0.003501,0.007201,0.021585,0.019956,5.75527,0.707862,0.059314,0.04541,561.883789,394.773193,6.202341,3.070729,0.019699,0.008862,-181.738312,230.656982,-111.818268,-24.632113,-41.556866,-22.057293,-13.256179,-22.501928,-15.541965,-16.425482,-10.083146,-15.08003,0.406722,-833.211914,267.383331,-5.114522,7.199924,-11.917653,-1.798569,-1.469563,-6.615931,-2.65889,-5.310868,-7.256931,-9.792484,-4.692995,0.849513,4.976464,0.357224,0.356947,0.20485,0.140256,0.015616,0.003448,0.301128,0.281511,0.196613,0.163063,0.029145,0.009475,0.471361,0.098149,1.801349,0.555881,0.653856,0.665814,0.684355,calm
